EventID,SubRun,Field,galactic_l,galactic_b,ra_deg,dec_deg,SourceID,Source_mul,Source_mub,Source_Vr,Source_U,Source_V,Source_W,Source_iMass,Source_CL,Source_age,Source_Teff,Source_logg,Source_pop,Source_Mass,Source_Mbol,Source_Radius,Source_[Fe/H],Source_l,Source_b,Source_RA2000.0,Source_DEC2000.0,Source_Dist,Source_x,Source_y,Source_z,Source_Av,Source_[alpha/Fe],LensID,Lens_mul,Lens_mub,Lens_Vr,Lens_U,Lens_V,Lens_W,Lens_iMass,Lens_CL,Lens_age,Lens_Teff,Lens_logg,Lens_pop,Lens_Mass,Lens_Mbol,Lens_Radius,Lens_[Fe/H],Lens_l,Lens_b,Lens_RA2000.0,Lens_DEC2000.0,Lens_Dist,Lens_x,Lens_y,Lens_z,Lens_Av,Lens_[alpha/Fe],u0lens1,alpha,t0lens1,tref,tcroin,ucroin,rcroin,tE_ref,tE_helio,rE,thetaE,rho,piE,piEN,piEE,murel_helio_alpha,murel_helio_delta,murel_helio_l,murel_helio_b,murel_helio_lambda,murel_helio_beta,murel_helio,murel_ref_alpha,murel_ref_delta,murel_ref_l,murel_ref_b,murel_ref_lambda,murel_ref_beta,murel_ref,vtilde_helio,vtilde_ref,v_ref,vtilde_helio_N,vtilde_helio_E,vtilde_ref_N,vtilde_ref_E,v_ref_N,v_ref_E,piEll,piErp,vt,LDgamma,Planet_mass,Planet_semimajoraxis,Planet_inclination,Planet_orbphase,Planet_q,Planet_s,Planet_period,u0max,t0range,weight_scale,raw_weight,weight,Source_R062,Source_Z087,Source_Y106,Source_J129,Source_W146,Source_H158,Source_F184,Source_K213,Source_2MASS_Ks,Source_2MASS_J,Source_2MASS_H,Source_Bessell_U,Source_Bessell_B,Source_Bessell_V,Source_Bessell_I,Source_Bessell_R,Source_Kepler_Kp,Source_TESS,Source_DECam_z,Source_DECam_u,Source_DECam_g,Source_DECam_r,Source_DECam_i,Source_DECam_Y,Source_Gaia_G_EDR3,Source_Gaia_BP_EDR3,Source_Gaia_RP_EDR3,Source_VISTA_Z,Source_VISTA_Y,Source_VISTA_J,Source_VISTA_H,Source_VISTA_Ks,Lens_R062,Lens_Z087,Lens_Y106,Lens_J129,Lens_W146,Lens_H158,Lens_F184,Lens_K213,Lens_2MASS_Ks,Lens_2MASS_J,Lens_2MASS_H,Lens_Bessell_U,Lens_Bessell_B,Lens_Bessell_V,Lens_Bessell_I,Lens_Bessell_R,Lens_Kepler_Kp,Lens_TESS,Lens_DECam_z,Lens_DECam_u,Lens_DECam_g,Lens_DECam_r,Lens_DECam_i,Lens_DECam_Y,Lens_Gaia_G_EDR3,Lens_Gaia_BP_EDR3,Lens_Gaia_RP_EDR3,Lens_VISTA_Z,Lens_VISTA_Y,Lens_VISTA_J,Lens_VISTA_H,Lens_VISTA_Ks,Obs_0_fs,Obs_1_fs,Obs_2_fs,NumObsGroups,ErrorFlag,ObsGroup_0_flatlc,ObsGroup_0_flatchi2,ObsGroup_0_FiniteSourceflag,ObsGroup_0_chi2,ObsGroup_0_t0_err,ObsGroup_0_tE_err,ObsGroup_0_u0_err,ObsGroup_0_alpha_err,ObsGroup_0_s_err,ObsGroup_0_q_err,ObsGroup_0_rs_err,ObsGroup_0_piEN_err,ObsGroup_0_piEE_err,ObsGroup_0_Fbase0_err,ObsGroup_0_fs0_err,ObsGroup_0_Fbase1_err,ObsGroup_0_fs1_err,ObsGroup_0_Fbase2_err,ObsGroup_0_fs2_err,LCOutput
96,1,881,1.389200842381,-2.279145912826,269.4540827054,-28.90432450981,47657,-6.2459821,0.23579147,26.760773,50.13947,-156.81049,21.883238,0.36965695,0.0,6.8781131,3773.7213,4.9222911,8.0,0.36965078,8.8866578,0.34818171,-0.5402169,1.4057891,-2.2044527,269.38844,-28.852641,13.617606,5.4243141,0.33383604,-0.53508447,1.2730312,0.0,37484,-10.216983,3.2504185,48.551397,77.041254,-172.92165,139.28598,0.13595327,0.0,10.0,3504.2977,5.2118605,0.0,0.13595166,11.035122,0.15012425,-0.77929778,1.3963614,-2.2024365,269.38107,-28.859793,8.6707637,0.48307409,0.21113908,-0.33422498,1.2730312,0.0,0.3577914022024,128.5932004452,1623.578908268,1625.190052986,1625.190052986,0.2947677373886,0.2893545945402,16.00848757297,15.78053281402,1.867719314218,0.2154042456743,0.0005519552685327,0.194498246969,-0.07628018762302,-0.1789159049671,-4.594701309805,-1.935340835998,-3.971001892099,3.014625723162,-4.587298729304,-1.95282222589,4.985661869582,-4.528232989848,-1.91025312596,-3.916077061204,2.969562504192,-4.520926418641,-1.927481603758,24.15396101559,564.1236609213,556.090755092,8.03871588065,-220.9602760906,-519.0491895777,-218.0930049236,-511.5392156054,-2.867271167,-7.509973972305,-0.1787602915213,0.0766441533924,204.9281487483,0.36,3.00374072e-06,1.576887506338,-41.94909809247,187.8667197425,2.209418200557e-05,0.8407438908808,5.370367591881,0.2893545945402,432.0,1.0,2.147841741137,0.724598686733,26.930259,25.222748,24.614334,24.207071,24.19317,23.928799,23.923657,24.028567,22.194062,23.381684,22.505946,31.823885,30.107883,27.848092,25.16656,26.499793,26.872496,25.516361,25.024978,31.798463,29.111777,26.761376,25.729779,24.784133,26.679954,28.180419,25.346049,24.665001,24.090449,23.318462,22.511679,22.205312,28.337549,26.411871,25.748739,25.295706,25.278527,24.981187,24.991019,25.050515,23.21601,24.473525,23.545825,33.809656,31.819502,29.37515,26.392185,27.89983,28.232376,26.76293,26.202694,33.526653,30.713269,28.188752,26.969124,25.949942,28.022174,29.704095,26.60201,25.847331,25.245106,24.406493,23.553852,23.231981,0.01693787841878,0.01286335626726,0.0088261417263,1,0,0,61120.73572935,0,-10.16703394928,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
97,1,881,1.35414557457,-2.224828350544,269.3803429091,-28.90753334795,42944,-6.7918833,2.4330013,-223.0913,-198.46915,-53.400455,121.93214,0.86021191,0.0,10.0,4936.3999,4.5133426,0.0,0.86009198,5.7812793,0.85035571,0.39686272,1.4066849,-2.2027985,269.38731,-28.851039,9.1225333,0.93429636,0.22378192,-0.35258224,1.2730312,0.0,5484,-8.8825017,-0.53719352,-196.62092,-176.65714,-70.130517,-3.0672703,0.08410847,2e-50,10.0,2e-50,2e-50,0.0,0.08410847,2e-50,2e-50,2e-50,1.4012432,-2.2016421,269.38307,-28.855171,7.3859336,-0.80033141,0.18048133,-0.28207826,1.2730312,0.0,1.346097171136,184.9548983574,1883.196822301,1633.880732059,1633.880732059,-0.1475019156933,0.02778506953182,13.31219385895,13.36324600311,0.9815098937984,0.132889076311,0.003261736286184,0.1939499100819,-0.1741211184876,0.08543069540516,1.527613510294,-3.295320853322,-2.090617417215,-2.970195511748,1.541841669679,-3.288687706186,3.632181515725,1.591869696464,-3.280255410697,-2.04545186796,-3.018319291557,1.606032142625,-3.273344688049,13.29412468993,668.0517771547,670.6137497339,12.13885691893,-604.8744142088,283.5844142317,-602.0524378047,295.3906963083,-2.821976404099,-11.80628207663,0.0889275479901,0.1723614192018,127.1728452513,0.36,3.00374072e-06,15.73887061632,65.66365395356,192.9771654443,3.57127019431e-05,15.69612017597,215.2943965358,0.02778506953182,432.0,1.0,0.9653372559902,0.03184537795763,22.432521,21.255933,20.819466,20.508951,20.534399,20.340206,20.404564,20.59591,18.761405,19.672875,18.951527,26.185347,24.882116,23.045103,21.091318,22.0556,22.427531,21.391159,21.115907,26.502724,24.019044,22.267666,21.617264,20.927606,22.262816,23.377292,21.20606,20.715392,20.2501,19.614029,18.954935,18.765149,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.5458343742333,0.6976504753879,0.2286929514902,1,0,0,284.4598574463,0,-5.487401250335,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
98,1,881,1.41163725853,-2.248817318678,269.436858861,-28.8697557104,41481,-8.8127267,-1.4081961,-83.453629,-63.729863,-129.07807,-48.364559,0.15855507,0.0,10.0,3512.454,5.1470162,0.0,0.15855295,10.685775,0.17550958,-0.52285578,1.405323,-2.2007841,269.38454,-28.851211,8.9210239,0.73303093,0.21862722,-0.34410508,1.2730312,0.0,23324,-3.1132243,-0.3798758,175.26291,190.3028,130.13589,-13.936596,0.65563532,0.0,10.0,4037.8577,4.6464439,0.0,0.65560016,7.2814179,0.63692976,0.29772513,1.4013531,-2.2053639,269.38681,-28.856936,8.1154622,-0.071640885,0.19832301,-0.31214576,1.2730312,0.0,1.393044804773,103.1506454945,346.5419608754,351.1547112465,351.1547112465,-0.89137840271,0.1010062557068,15.41240040741,15.3735940023,1.978296725935,0.2437688300656,0.0003752847388506,0.04564494358241,0.04307947776161,0.01508706301532,1.955726498277,5.451321317895,5.69950206127,1.02832217742,1.934300642684,5.45896064015,5.791525727043,1.930857844415,5.444709662473,5.681353487337,1.046564797749,1.909458148772,5.452251360865,33.37307532396,2467.422878493,2461.210230933,10.96309955796,2325.73677665,824.0898658805,2322.878353846,813.5059643791,2.858422803863,10.58390150144,-0.01269489587225,0.04384404741164,222.8064166933,0.36,3.00374072e-06,0.9801006662736,-26.35028469257,359.9273469334,4.581665629856e-06,0.4954264434597,1.19835503875,0.1010062557068,432.0,1.0,2.823580433208,0.3364705689004,28.064134,26.118326,25.453184,25.007676,24.998976,24.708542,24.725527,24.784403,22.949898,24.181863,23.274997,33.378478,31.477153,29.082413,26.10117,27.626989,27.95454,26.478945,25.901816,33.151483,30.413129,27.936824,26.683943,25.646224,27.743115,29.413355,26.319877,25.554842,24.947587,24.115103,23.283118,22.966382,24.18016,22.511522,21.919815,21.486997,21.447236,21.148553,21.136553,21.297846,19.463341,20.678389,19.716194,28.972337,27.183833,25.042997,22.440364,23.758165,24.120984,22.798044,22.322001,28.97275,26.226132,24.024438,23.008715,22.083821,23.930841,25.372606,22.627058,21.96014,21.391489,20.612936,19.722838,19.470274,0.006786727859332,0.005188394890325,0.002584460810327,1,0,0,186.7541023552,0,-7.393838608201,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
99,1,881,1.320577837527,-2.255974581838,269.3920133153,-28.9521520784,31617,-6.2788903,3.6536036,96.159907,120.87362,-0.27407227,148.3214,0.15186671,0.0,10.0,3442.5535,5.1507776,0.0,0.15186479,10.823621,0.17147133,-0.42043336,1.4016594,-2.1984775,269.38017,-28.853229,8.3465612,0.15923836,0.20401604,-0.32051628,1.2730312,0.0,7261,-1.5675302,-4.9159675,-35.69137,-28.456587,188.94747,-165.10872,0.64804091,0.0,10.0,4528.1412,4.6393906,0.0,0.64798693,6.7791675,0.63826899,-0.22898591,1.4001634,-2.2021237,269.38293,-28.856346,7.4868953,-0.69948184,0.18280739,-0.28622938,1.2730312,0.0,1.204402273099,32.73285537958,1835.201291873,1805.36386013,1805.36386013,-0.4474589526653,0.08942777208829,10.08656952088,10.06467025422,2.017522084725,0.2694737943945,0.000354503354924,0.05105094909981,-0.0008780382109232,0.05104339774046,9.777211557538,-0.2014869449427,4.711362934329,-8.569569541748,9.777978127662,-0.160020513659,9.779287439779,9.755812426903,-0.2092070145555,4.693982302311,-8.554891806998,9.756611929859,-0.1678312663887,95.21964368385,3369.832374074,3362.516025574,7.839089213726,-55.14126778304,3369.381199856,-57.83276525425,3362.018648596,2.691497471213,7.362551260481,-0.05102961520086,0.001475729122395,347.0806612407,0.36,3.00374072e-06,3.230430432356,76.52789729935,89.11795169622,4.635495842486e-06,0.3738009570583,7.212842677172,0.08942777208829,432.0,1.0,5.270511170042,0.5562560355012,28.168472,26.116234,25.42779,24.973853,24.969606,24.674639,24.700674,24.745371,22.910866,24.145498,23.237804,33.53842,31.623325,29.218579,26.116896,27.732117,28.030497,26.504884,25.89041,33.240006,30.544509,28.066671,26.709988,25.626996,27.809375,29.549353,26.351866,25.550703,24.928522,24.077671,23.246802,22.929045,23.157321,21.843171,21.345863,20.976142,20.961681,20.704793,20.731695,20.924676,19.090171,20.156848,19.292579,27.165639,25.757674,23.84679,21.71195,22.763823,23.142125,22.021636,21.684083,27.437852,24.886463,22.985062,22.246347,21.477954,22.971953,24.172605,21.840049,21.298723,20.797252,20.09549,19.297488,19.094935,0.01117197011221,0.01101427917117,0.005878806152559,1,0,1,29.12508780987,0,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
100,1,881,1.316208906472,-2.220722061396,269.3546286415,-28.93831198394,49574,-5.5997588,-0.18675147,-49.78987,-26.890673,-187.9014,-4.6363814,0.70018733,0.0,8.0200274,4750.7842,4.6187727,9.0,0.70012869,6.4346674,0.67953693,-0.17912727,1.3950137,-2.1995911,269.37748,-28.859537,16.289201,8.0930396,0.39627127,-0.64781921,1.2730312,0.0,7088,-3.5267891,2.2896674,14.666463,33.894076,120.88134,88.391517,0.4874512,0.0,10.0,3927.6746,4.7853683,0.0,0.48743352,8.0714078,0.46786933,-0.33271116,1.4016414,-2.195615,269.37733,-28.851813,7.4880957,-0.69825308,0.18303047,-0.28542805,1.2730312,0.0,-1.725185323074,324.1060996056,1838.76404587,1816.038755178,1816.038755178,-0.9671032428741,0.09785192159814,59.83605881483,60.53623423387,4.008073465393,0.5352593804848,0.0003624114808887,0.1348036841553,0.1234390553127,-0.05417409791905,-1.108182460665,3.033444482875,2.072968878819,2.476419557397,-1.121826513817,3.02842517981,3.229528417093,-1.299569163397,2.997748004023,1.946362671913,2.624318093421,-1.313050586972,2.991867520818,10.67537310607,212.1751445361,214.6579253822,12.79065577326,198.9629652558,-73.70230943124,196.5611822155,-86.26544253318,2.401783040359,12.56313310194,0.06182851950118,0.1197884278139,114.6388818515,0.36,3.00374072e-06,1.800708684402,-48.6904749544,291.9206586933,6.162359781904e-06,0.3222255196887,3.461036303222,0.09785192159814,432.0,1.0,3.457260107158,0.404806387628,24.422039,23.187557,22.723811,22.387804,22.3905,22.16285,22.209744,22.407154,20.572649,21.559911,20.761937,28.122646,26.882974,25.056326,23.040229,24.0424,24.410481,23.343217,23.038473,28.448577,26.037274,24.258669,23.568849,22.84328,24.241307,25.38014,23.15987,22.64534,22.167373,21.500781,20.765939,20.576889,24.746194,23.115182,22.528939,22.124961,22.098369,21.826606,21.814983,21.951109,20.116604,21.30413,20.400499,29.498989,27.808351,25.619919,23.043664,24.320983,24.699525,23.387144,22.925044,29.523696,26.842283,24.573226,23.602213,22.691111,24.51238,25.951859,23.213765,22.560076,22.000188,21.241237,20.406354,20.125418,0.0887803647877,0.09517262426268,0.03451946917341,1,0,0,12892.16422297,0,-11.14199477242,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
101,1,881,1.399386757612,-2.149862360954,269.3320205887,-28.83089815477,49637,-5.1371431,-0.16072123,39.260814,62.519365,-202.37149,-7.866829,0.47488942,0.0,9.0847627,4010.313,4.8003655,9.0,0.47487299,8.0472137,0.45381398,-0.57142633,1.3998217,-2.1967663,269.37743,-28.853964,18.439635,10.241075,0.45013203,-0.79872636,1.2730312,0.0,31404,-7.8782017,-1.0955266,71.55921,90.297585,-66.011484,-38.676554,0.23423468,0.0,10.0,3543.0397,5.0284684,0.0,0.23423091,9.9269894,0.24463986,-0.26944358,1.4041135,-2.198017,269.38112,-28.850874,8.3921603,0.20478051,0.20548979,-0.3222928,1.2730312,0.0,0.4932568821324,43.69485586882,342.6278466502,313.9230465889,313.9230465889,0.1704978942871,0.204723708332,44.06613368522,44.39076371421,2.953835476828,0.3519755785441,0.0003251366836239,0.1844668360219,-0.1824250376715,-0.02737004242763,-0.561638875136,-2.841095757336,-2.74105828983,-0.9348062794876,-0.5483977781567,-2.843681277029,2.896077231086,-0.4463028918969,-2.883072702647,-2.719714652659,-1.055673570844,-0.4328675003384,-2.885120484003,8.511294480065,211.446623253,213.0043256811,8.961223264047,-207.6211218339,-40.0392838789,-210.6466559222,-31.60425774564,3.02553408827,-8.435026133262,0.03367832598893,-0.1813664355676,115.2140265952,0.36,3.00374072e-06,2.968194154649,46.96492849481,107.8661548818,1.282384429963e-05,0.7218366518296,10.56607212126,0.204723708332,432.0,1.0,2.038683846,0.4972779618503,26.606318,25.048523,24.48061,24.089365,24.064314,23.800082,23.790714,23.93501,22.100505,23.267231,22.377189,31.218136,29.599651,27.450302,24.965356,26.185301,26.571895,25.297842,24.864137,31.293382,28.646798,26.425359,25.515678,24.636251,26.389689,27.782723,25.121475,24.494872,23.947473,23.205331,22.382663,22.108544,27.189057,25.215213,24.544941,24.110065,24.106548,23.826781,23.845277,23.910204,22.075699,23.281052,22.396195,32.280401,30.505144,28.189061,25.202785,26.756696,27.070043,25.585187,24.995593,32.110375,29.47406,27.073467,25.79305,24.734262,26.855179,28.520961,25.428758,24.652921,24.035857,23.214965,22.403993,22.091756,0.04862873183315,0.05907620567025,0.01143178706778,1,0,0,177840.9570044,0,-5.109695001302,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
102,1,881,1.443813109398,-2.29815586824,269.5040035015,-28.86652826592,19594,-12.750577,1.5675621,230.71913,257.51486,-228.16775,57.352171,0.42095285,0.0,10.0,3508.0005,4.850695,0.0,0.42094403,8.8854442,0.40315219,0.25092777,1.4064254,-2.1962297,269.38067,-28.84798,7.9350886,-0.25177816,0.19461805,-0.30356617,1.2730312,0.0,46772,-3.1197888,0.94276141,-35.785363,-20.447708,179.36747,28.97087,0.88300761,0.0,5.1704705,5397.0616,4.5238887,8.0,0.88291395,5.3938471,0.85034074,-0.0083336194,1.40025,-2.2004184,269.38129,-28.855418,4.4219078,-3.7610348,0.10797645,-0.16196174,1.2730312,0.0,0.2958756255374,198.0349588394,1821.261565416,1793.698534369,1793.698534369,0.5693114995956,0.1619830496658,32.33593788174,32.11574897146,3.752419279146,0.848597358621,0.0002783995444514,0.1179878701938,0.09837959984253,0.06513518133606,5.347004767767,8.034425758507,9.630788404792,-0.6247975332905,5.319178687461,8.052874973967,9.651033999292,5.319188763735,7.973989916468,9.564534240383,-0.630847887145,5.291571920068,7.992343267586,91.87828429218,456.9369234208,453.825449011,3.149915901792,381.2706405932,251.841320293,378.4047122704,250.5342529508,2.865928322805,1.307067342146,-0.06248826110795,0.1000817402754,202.3042346361,0.36,3.00374072e-06,6.513337748596,80.66597498991,322.1591277175,3.402076408465e-06,1.381605367278,17.69071844142,0.1619830496658,432.0,1.0,16.37965605712,3.116739207569,26.328572,24.076976,23.325617,22.879186,22.8771,22.592654,22.610062,22.679983,20.845478,22.048352,21.157579,31.073378,29.554684,27.404983,24.116125,25.917789,26.134205,24.514115,23.826043,30.892393,28.558088,26.304082,24.734396,23.526375,25.888171,27.734656,24.376845,23.516137,22.823014,21.981173,21.165995,20.861586,20.410568,19.351985,18.970674,18.725904,18.765029,18.618433,18.715997,18.918437,17.083932,17.874394,17.246446,23.38525,22.549474,20.932218,19.165424,20.061605,20.401663,19.455354,19.226406,23.788244,21.789142,20.270278,19.68265,19.060627,20.229173,21.235214,19.269052,18.816784,18.399847,17.822685,17.247964,17.08706,0.01927130974695,0.01188900299705,0.01833607830629,1,0,0,461134.4985474,0,-12.15389857645,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
103,1,881,1.467405033112,-2.116500306129,269.3378524309,-28.75535358604,29911,0.42942011,7.6661512,256.58446,280.95252,269.01345,298.4553,0.38402434,0.0,10.0,3293.9411,4.8587181,0.0,0.38401769,9.2768628,0.38183254,0.39042977,1.3990766,-2.1958031,269.37606,-28.854127,8.2904348,0.1031994,0.20227117,-0.31786002,1.2730312,0.0,3857,-0.30602149,-1.7949419,79.935411,90.50538,236.98887,-57.076023,0.4769281,0.0,10.0,3709.6574,4.805301,0.0,0.47691476,8.3933245,0.45221466,0.057204669,1.4042765,-2.2031627,269.3863,-28.853305,7.2474015,-0.93872562,0.1774793,-0.27666085,1.2730312,0.0,1.091794010288,338.3523416519,1529.046656787,1618.445371985,1618.445371985,-0.1157481372356,0.04737560834467,9.988235411826,9.995488039042,1.882112469296,0.2596947981005,0.0008246797503295,0.06684597987387,-0.03746804145091,0.05535820530988,7.824577158939,-5.369278282758,-0.7354384643951,-9.46109334374,7.849284668064,-5.333093585675,9.489634186515,7.83984465036,-5.359180775356,-0.7190581168864,-9.469262809177,7.864505374757,-5.322925693181,90.18398272472,2591.38757406,2593.269224549,4.99852154119,-1456.3377447,2143.448140813,-1453.56114133,2147.604544466,-2.776603370182,-4.15640365249,0.05497513453481,0.0380278793542,326.0267522576,0.36,3.00374072e-06,14.08397572948,-85.37706083558,64.39436355713,6.298275859611e-06,3.279407161801,76.53606900996,0.04737560834467,432.0,1.0,4.928801746777,0.2763789138839,27.186773,24.63421,23.758529,23.290266,23.311936,23.02793,23.073815,23.096191,21.261686,22.443368,21.583983,31.902085,30.54361,28.427459,24.75243,26.787637,26.910401,25.125458,24.337681,31.594236,29.530118,27.255305,25.391475,23.985865,26.627115,28.750574,25.018963,24.07535,23.274832,22.372354,21.595271,21.283266,25.283206,23.364232,22.7095,22.281979,22.263012,21.982837,21.977176,22.083384,20.248879,21.459099,20.552573,30.128317,28.449124,26.242113,23.340812,24.859201,25.174263,23.721131,23.149489,30.037198,27.458039,25.166639,23.929367,22.889361,24.962549,26.573367,23.562063,22.80576,22.192921,21.394217,20.559286,20.26064,0.03050591397471,0.02039846104974,0.01835464621357,1,0,1,-0.3060714996755,0,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
104,1,881,1.393821972609,-2.149778449535,269.3287623705,-28.83567134531,30620,-9.139722,3.1209479,-232.80205,-205.82985,-120.05641,140.07919,0.32332072,0.0,10.0,2953.4481,4.8706965,0.0,0.32331126,9.9697249,0.34520215,0.52208115,1.4050133,-2.2020965,269.38566,-28.852135,8.3130621,0.12574354,0.20368286,-0.31968627,1.2730312,0.0,8359,-4.608803,-0.53110425,-306.60921,-290.11802,73.164894,1.1905546,0.20778521,0.0,10.0,3032.5418,5.0442821,0.0,0.20778274,10.872509,0.21605375,0.21060621,1.3955633,-2.2020889,269.38027,-28.86031,7.5524155,-0.63401994,0.18380147,-0.28887848,1.2730312,0.0,9.032195056051,271.3021159172,494.3548579276,496.4063411951,496.4063411951,-0.1703772246838,0.0224783466605,9.017505544353,8.987767405778,1.081518597012,0.1432016812386,0.001348395527345,0.0846034185724,0.03103752607632,0.07870457679957,5.428777383337,2.096446520438,4.530920212099,-3.652050646209,5.418904076493,2.121836586697,5.819511310315,5.405803269478,2.102617029185,4.524770960489,-3.629070833538,5.395901329148,2.127899482075,33.64370735972,2277.046674923,2269.537377675,9.307853524973,830.2279498801,2120.297882613,832.6002273833,2111.29741392,-2.372277503212,9.000468692802,0.07946471277403,-0.02903614743519,208.350159098,0.36,3.00374072e-06,12.15499102547,-36.8195567113,284.2118816293,1.44561608919e-05,9.147674641358,92.96598823082,0.0224783466605,432.0,1.0,1.666715560138,0.044165665972,28.549053,25.54654,24.430419,23.913524,23.970753,23.68958,23.754817,23.688403,21.853898,23.031116,22.221393,33.517164,32.293564,30.123429,25.823107,28.166275,28.145278,26.095815,25.164418,32.82341,31.189423,28.790795,26.487826,24.714396,27.795483,30.435732,26.05333,24.995995,23.993369,22.950692,22.238052,21.883688,29.028028,26.15686,25.149437,24.636068,24.673972,24.365736,24.456582,24.385276,22.550771,23.763245,22.894022,34.446025,32.87781,30.552247,26.38984,28.633169,28.650613,26.688293,25.817472,33.489667,31.664403,29.245152,27.057613,25.421182,28.318521,30.874365,26.623355,25.606367,24.719004,23.684472,22.911526,22.581238,0.03756249858265,0.02759245234998,0.01824205789296,1,0,1,9.443826120158,0,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
105,1,881,1.31957025528,-2.21428155303,269.3501744428,-28.93218285798,29133,-7.5387612,-2.6864373,-0.89345058,14.935924,-49.781662,-97.359932,0.57399837,0.0,10.0,4382.1306,4.6937363,0.0,0.57396032,7.1893298,0.5642097,-0.49896499,1.3952285,-2.2029421,269.38092,-28.861026,8.2644518,0.077217254,0.2010818,-0.31783946,1.2730312,0.0,21293,-4.7117371,-2.0680671,29.145958,43.213058,66.865046,-72.09852,0.11163648,0.0,10.0,2871.7482,5.1980213,0.0,0.11163567,12.088,0.13765259,0.11113816,1.4013548,-2.2017791,269.38326,-28.855142,8.0331343,-0.15385615,0.19631182,-0.30830452,1.2730312,0.0,0.8315849085105,197.7311182022,1825.349432264,1800.222533941,1800.222533941,-0.5931082963943,0.1000744602049,7.112093497978,7.104711134784,0.4521882741681,0.05629039143141,0.005639559479751,0.06189778989525,0.05908158861814,0.01845812233879,0.8780743969278,2.757432196753,2.827023894894,0.6183711376897,0.8655670565628,2.761383826421,2.893863674437,0.874561889141,2.755396907076,2.823504964157,0.6203953020818,0.8620638099991,2.75933263688,8.357070613462,3937.223804127,3933.136960203,5.52321759335,3756.979373202,1177.640553448,3754.188643161,1172.874238475,2.790730040432,4.766314973323,-0.01620902816555,0.059737792057,110.2007476417,0.36,3.00374072e-06,2.10710974684,47.76685979104,256.4595341491,2.690663942806e-05,3.234577651363,9.154263302287,0.1000744602049,432.0,1.0,0.3257890550516,0.03852141539216,23.840761,22.468692,21.951446,21.570246,21.545549,21.277473,21.291471,21.477772,19.643267,20.753125,19.859151,27.96223,26.521735,24.56562,22.350744,23.440296,23.821904,22.664789,22.303032,28.199016,25.638031,23.664813,22.888278,22.09093,23.649358,24.89175,22.484379,21.921989,21.408473,20.691484,19.864442,19.648664,30.745726,27.571702,26.480939,25.927003,25.968534,25.632419,25.756768,25.627753,23.793248,25.042332,24.140043,36.708543,34.942565,32.487079,27.869856,30.353695,30.258008,28.150913,27.193776,35.237276,33.564049,31.066428,28.544032,26.778935,29.891878,32.808546,28.11114,27.024157,26.085281,24.9585,24.161989,23.829838,0.05291270798901,0.08618778816035,0.01103538383349,1,0,0,55289.34455328,0,-13.81212006274,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0
