mass_bin,event_name,prm_file,param_err_key,matrix_key,ratio_mcmc_over_fisher,mcmc_fractional,fisher_fractional,ot_distance_scaled,ot_constrained,mc_constrained_for_matrix
m30,716_0_418,716_0_418_sampling.prm,piEN_err,D,0.3797462976984701,32.09896778463723,84.52740152880902,0.403702778006339,True,False
m30,716_0_418,716_0_418_sampling.prm,t0_err,A2,0.18833456418496752,3.518697739994376e-08,1.8683228727673082e-07,0.8495881247791769,True,True
m30,716_0_418,716_0_418_sampling.prm,u0_err,D,0.4000026994981906,15.491560005590614,38.72863864425167,0.29207870959095866,True,False
m30,717_0_208,717_0_208_sampling.prm,alpha_err,A2,0.4480155138094994,0.026495130404540213,0.05913886815938745,0.9501283962408106,True,True
m30,717_0_208,717_0_208_sampling.prm,log_q_err,A2,0.22654788624026043,0.04140616791269922,0.18277004742735412,0.8617855149693774,True,True
m30,717_0_208,717_0_208_sampling.prm,log_rho_err,B,2.9661862255026395e-14,0.06234910601085164,2101995669549.9177,0.07495102038283823,True,True
m30,717_0_208,717_0_208_sampling.prm,log_s_err,D,0.9041460391868013,0.7839755693317684,0.8670895357091698,0.8769927940802422,True,False
m30,717_0_208,717_0_208_sampling.prm,log_tE_err,A2,0.9067815585241795,0.0921133422730268,0.10158272563785337,0.8965280004539453,True,True
m30,717_0_208,717_0_208_sampling.prm,piEE_err,D,2.176711054029216,19.477955257800133,8.948342142952477,0.4732263355104703,True,False
m30,717_0_208,717_0_208_sampling.prm,piEN_err,D,0.12210298562437102,15.802915289149748,129.42284095955458,0.4848557810440135,True,False
m30,717_0_208,717_0_208_sampling.prm,t0_err,A2,0.20166672210368272,1.1352462934636654e-07,5.62931891598854e-07,0.6157515655050058,True,True
m30,717_0_208,717_0_208_sampling.prm,u0_err,C,1.3278068369763882,0.41735846100254553,0.3143216689205579,0.620411601575782,True,False
m30,717_1_38,717_1_38_sampling.prm,alpha_err,A2,0.13830065702986474,0.015350788444375318,0.11099577380214802,0.9557605743741477,True,True
m30,717_1_38,717_1_38_sampling.prm,log_q_err,A2,0.8991458325360029,0.012555986222883446,0.013964349017188698,0.9669266627057643,True,True
m30,717_1_38,717_1_38_sampling.prm,log_rho_err,A2,0.3528054161027157,0.0675264233434377,0.19139848840579612,0.3053054359529392,True,True
m30,717_1_38,717_1_38_sampling.prm,log_s_err,A2,0.6876991813610458,0.013645540788967769,0.01984231064803869,0.9953188088431126,True,True
m30,717_1_38,717_1_38_sampling.prm,log_tE_err,A1,1.4459971293432685,0.034988087368663434,0.024196512329560466,0.9835818720872259,True,True
m30,717_1_38,717_1_38_sampling.prm,piEE_err,D,0.8219274606095118,94.27950831619735,114.70538804760588,0.06423269503344407,True,False
m30,717_1_38,717_1_38_sampling.prm,piEN_err,D,0.0808493800918493,77.49351615818185,958.4923974697763,0.861851199409957,True,False
m30,717_1_38,717_1_38_sampling.prm,t0_err,A2,0.48117026501544136,8.977649343426344e-09,1.8657947084777235e-08,0.8587054101217371,True,True
m30,717_1_38,717_1_38_sampling.prm,u0_err,B,0.10761114441213242,0.08223409986928908,0.7641782857948842,0.9769981734175425,True,True
m30,758_1_715,758_1_715_sampling.prm,alpha_err,B,0.043113594659015465,0.015332229042693157,0.3556240012913663,0.955949228186418,True,True
m30,758_1_715,758_1_715_sampling.prm,log_q_err,A2,0.5794535562821322,0.01065527919405781,0.018388495641348385,0.9501243767176274,True,True
m30,758_1_715,758_1_715_sampling.prm,log_rho_err,A2,0.44758439716030574,0.005482528096579586,0.012249149280813686,0.9368597647575488,True,True
m30,758_1_715,758_1_715_sampling.prm,log_s_err,A2,0.9668226145157043,0.010572473059358128,0.01093527695838397,0.9967702655494174,True,True
m30,758_1_715,758_1_715_sampling.prm,log_tE_err,A2,0.32599481701408395,0.011369601058033623,0.03487663135927226,0.9822700662098789,True,True
m30,758_1_715,758_1_715_sampling.prm,piEE_err,D,0.44534359870114953,18.686452480199545,41.9596296762743,0.7907046756008516,True,False
m30,758_1_715,758_1_715_sampling.prm,piEN_err,D,0.030251938949589153,14.81314503004491,489.6593588506526,0.8345492636559051,True,False
m30,758_1_715,758_1_715_sampling.prm,t0_err,A2,0.0672847534572421,3.843877537889333e-08,5.712850743121216e-07,0.7297088368305198,True,True
m30,758_1_715,758_1_715_sampling.prm,u0_err,B,0.04432515322878023,0.04476211978728904,1.0098582075115103,0.8745356251802489,True,True
m30,759_2_802,759_2_802_sampling.prm,alpha_err,A1,3.1800590478850017,9.673222810158144e-05,3.0418374830466198e-05,1.0042301723205813,True,True
m30,759_2_802,759_2_802_sampling.prm,log_q_err,A1,5.688703358770271,0.0006001817776696071,0.00010550414388268414,0.9950541917821507,True,True
m30,759_2_802,759_2_802_sampling.prm,log_rho_err,A1,1.0913128694794334,0.00038051709947403326,0.0003486782847668089,0.9911335178383482,True,True
m30,759_2_802,759_2_802_sampling.prm,log_s_err,A1,6.095576014240112,0.0005780325043395161,9.482820048329345e-05,1.0041116705906101,True,True
